stmt_ref,original_trade_ref,isin,security_desc,qty,exec_price,trade_dt,settle_dt,cycle,custodian_code,custodian_name,exch,direction,ccy
CS-TRD-00924,TRD-00924,INE148O01018,EID PARRY (INDIA),2400,759.5170,2026-06-29,2026-06-30,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00925,TRD-00925,INE101A01026,KOTAK MAHINDRA BANK,150,1829.0610,2026-06-30,2026-06-30,T0,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00926,TRD-00926,INE030A01027,HINDUSTAN UNILEVER,1100,2540.5510,2026-06-30,2026-07-01,T1,CUS-003,Standard Chartered Custody,BSE,BUY,INR
CS-TRD-00927,TRD-00927,INE047A01021,TITAN COMPANY,100,3465.6073,2026-06-30,2026-07-01,T1,BC-002,JP Morgan India Custody,BSE,SELL,INR
CS-TRD-00928,TRD-00928,INE002A01018,RELIANCE INDUSTRIES,140,2916.7372,2026-06-30,2026-06-30,T0,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00929,TRD-00929,INE00IN01015,PAYTM (ONE97),15,447.2246,2026-06-30,2026-07-01,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00930,TRD-00930,INE259A01022,GODREJ CONSUMER PRODUCTS,1200,1367.8292,2026-06-30,2026-07-01,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00931,TRD-00931,INE148I01020,POLICYBAZAAR (PB FINTECH),500,1666.4562,2026-06-30,2026-07-01,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00932,TRD-00932,INE238A01034,AXIS BANK,200,1197.0179,2026-06-30,2026-06-30,T0,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00933,TRD-00933,INE238A01034,AXIS BANK,7,1197.6395,2026-06-30,2026-07-01,T1,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00934,TRD-00934,INE238A01034,AXIS BANK,30,1138.2247,2026-06-30,2026-06-30,T0,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00935,TRD-00935,INE160A01022,NESTLE INDIA,25,2497.5854,2026-06-30,2026-07-01,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00936,TRD-00936,INE160A01022,NESTLE INDIA,11,2329.7645,2026-06-30,2026-06-30,T0,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00937,TRD-00937,INE062A01020,STATE BANK OF INDIA,50,805.0140,2026-06-30,2026-07-01,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00938,TRD-00938,INE397D01024,BHARAT FORGE,300,1326.0197,2026-06-30,2026-06-30,T0,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00939,TRD-00939,INE628A01036,ULTRATECH CEMENT,150,9927.9920,2026-06-30,2026-07-01,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00940,TRD-00940,INE059B01024,RAIN INDUSTRIES,7000,156.3627,2026-06-30,2026-07-01,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00941,TRD-00941,INE059B01024,RAIN INDUSTRIES,100,141.3109,2026-06-30,2026-07-01,T1,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00942,TRD-00942,INE752E01010,PIDILITE INDUSTRIES,75,2852.6271,2026-06-30,2026-07-01,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00943,TRD-00943,INE009A01021,INFOSYS,20,1633.8232,2026-06-30,2026-07-01,T1,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00944,TRD-00944,INE795G01014,POWER GRID CORPORATION,10,332.4965,2026-06-30,2026-06-30,T0,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00945,TRD-00945,INE761H01022,AFFLE (INDIA),500,1207.4950,2026-06-30,2026-07-01,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00946,TRD-00946,INE148I01020,POLICYBAZAAR (PB FINTECH),55,1795.2764,2026-06-30,2026-07-01,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00947,TRD-00947,INE483S01020,LATENT VIEW ANALYTICS,100,444.4656,2026-06-30,2026-07-01,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00948,TRD-00948,INE059B01024,RAIN INDUSTRIES,3200,152.6080,2026-06-30,2026-07-01,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00949,TRD-00949,INE047A01021,TITAN COMPANY,100,3333.8089,2026-06-30,2026-07-01,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00950,TRD-00950,INE044A01036,DABUR INDIA,160,564.6940,2026-06-30,2026-07-01,T1,CUS-003,Standard Chartered Custody,BSE,BUY,INR
CS-TRD-00951,TRD-00951,INE216A01030,BHARAT ELECTRONICS,8,310.4265,2026-06-30,2026-07-01,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00952,TRD-00952,INE040A01034,HDFC BANK,75,1675.1414,2026-06-30,2026-07-01,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00953,TRD-00953,INE104S01021,UJJIVAN SFB,1900,45.9254,2026-06-30,2026-07-01,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00954,TRD-00954,INE795G01014,POWER GRID CORPORATION,904,314.7965,2026-06-30,2026-07-01,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00955,TRD-00955,INE047A01021,TITAN COMPANY,1400,3260.1250,2026-06-30,2026-07-01,T1,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00956,TRD-00956,INE002A01018,RELIANCE INDUSTRIES,100,2882.1224,2026-06-30,2026-07-01,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00957,TRD-00957,INE216A01030,BHARAT ELECTRONICS,250,290.4488,2026-06-30,2026-07-01,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00958,TRD-00958,INE021A01026,ASIAN PAINTS,70,2806.4476,2026-06-30,2026-07-01,T1,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00959,TRD-00959,INE467B01029,TATA CONSULTANCY SERVICES,700,3537.2826,2026-06-30,2026-07-01,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00960,TRD-00960,INE216A01030,BHARAT ELECTRONICS,20,288.6659,2026-06-30,2026-07-01,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00961,TRD-00961,INE018A01030,LARSEN & TOUBRO,2000,3450.3391,2026-06-30,2026-07-01,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00962,TRD-00962,INE044A01036,DABUR INDIA,110,559.7737,2026-06-30,2026-07-01,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00963,TRD-00963,INE030A01027,HINDUSTAN UNILEVER,10000,2369.4619,2026-06-30,2026-06-30,T0,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00964,TRD-00964,INE044A01036,DABUR INDIA,110,596.9989,2026-06-30,2026-07-01,T1,BC-002,JP Morgan India Custody,BSE,SELL,INR
CS-TRD-00965,TRD-00965,INE03VK01010,CARTRADE TECH,7,578.5384,2026-06-30,2026-07-01,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00966,TRD-00966,INE047A01021,TITAN COMPANY,3800,3162.8837,2026-06-30,2026-06-30,T0,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00967,TRD-00967,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,30,1323.7620,2026-06-30,2026-07-01,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00968,TRD-00968,INE628A01036,ULTRATECH CEMENT,3000,10107.8163,2026-06-30,2026-07-01,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00969,TRD-00969,INE545U01014,NAZARA TECHNOLOGIES,650,754.2021,2026-06-30,2026-07-01,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00970,TRD-00970,INE160A01022,NESTLE INDIA,850,2382.0085,2026-06-30,2026-07-01,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00971,TRD-00971,INE216A01030,BHARAT ELECTRONICS,275,295.0014,2026-06-30,2026-07-01,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00972,TRD-00972,INE121A01024,CHOLAMANDALAM INVESTMENT,10,1406.3691,2026-06-30,2026-07-01,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00973,TRD-00973,INE140A01024,BANK OF BARODA,8500,274.5174,2026-06-30,2026-07-01,T1,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00974,TRD-00974,INE628A01036,ULTRATECH CEMENT,4000,10170.5730,2026-06-30,2026-07-01,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00975,TRD-00975,INE148I01020,POLICYBAZAAR (PB FINTECH),300,1693.9225,2026-06-30,2026-07-01,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00976,TRD-00976,INE361B01024,CANARA BANK,12,98.1959,2026-06-30,2026-06-30,T0,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00977,TRD-00977,INE528G01035,SHRIRAM FINANCE,800,2546.7016,2026-06-30,2026-07-01,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00978,TRD-00978,INE361B01024,CANARA BANK,5,101.4519,2026-06-30,2026-07-01,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00979,TRD-00979,INE140A01024,BANK OF BARODA,2000,244.7979,2026-06-30,2026-07-01,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00980,TRD-00980,INE795G01014,POWER GRID CORPORATION,20,314.4307,2026-06-30,2026-06-30,T0,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00981,TRD-00981,INE154A01025,ITC,850,433.4990,2026-06-30,2026-07-01,T1,CUS-003,Standard Chartered Custody,BSE,BUY,INR
CS-TRD-00982,TRD-00982,INE483S01020,LATENT VIEW ANALYTICS,110,523.1649,2026-06-30,2026-07-01,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
